"set" "ID" "activity" "feature" "mean"
"6095" "train" 6 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.0664234025976471
"6096" "train" 6 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.0652024492378431
"6097" "train" 6 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0457705354509804
"6098" "train" 6 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0576800048435294
"6099" "train" 6 "WALKING_UPSTAIRS" "tBodyAccMag-mean()" 0.0177790974433333
"6100" "train" 6 "WALKING_UPSTAIRS" "tGravityAccMag-mean()" 0.0177790974433333
"6101" "train" 6 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" -0.207379799254902
"6102" "train" 6 "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" -0.12912124415098
"6103" "train" 6 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.342895367921569
"6104" "train" 6 "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.131075372803922
"6105" "train" 6 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" 0.0978035099588235
"6106" "train" 6 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.42724809972549
"6107" "train" 6 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.44512058675098
"6108" "train" 6 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" -0.0948830032690196
"6109" "train" 6 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" -0.0667867912058824
"6110" "train" 6 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.244812769960784
"6111" "train" 6 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" -0.122991594331373
"6112" "train" 6 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" -0.549314615882353
"6113" "train" 6 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.441959115607843
"6114" "train" 6 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.501170339607843
"6115" "train" 6 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.401683801941176
"6116" "train" 6 "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.115065008156863
"6117" "train" 6 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" -0.329653779629412
"6118" "train" 6 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" -0.0464142110215686
"6119" "train" 6 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-X" -0.0559140146313725
"6120" "train" 6 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Y" -0.129471190964706
"6121" "train" 6 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Z" 0.0102927666117647
"6122" "train" 6 "WALKING_UPSTAIRS" "fBodyAccMag-mean()" -0.0819479396203922
"6123" "train" 6 "WALKING_UPSTAIRS" "fBodyAccMag-meanFreq()" -0.0140154345627451
"6124" "train" 6 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.169868234496078
"6125" "train" 6 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" -0.0612378407705882
"6126" "train" 6 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" -0.230627015078431
"6127" "train" 6 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-meanFreq()" 0.0144807316545098
"6128" "train" 6 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.45923633377451
"6129" "train" 6 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.0285053836466667
"6130" "train" 6 "WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.0501350188513725
"6131" "train" 6 "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" 0.189276117327451
"6132" "train" 6 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.353519514896078
"6133" "train" 6 "WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.959399425098039
"6134" "train" 6 "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.912900683137255
"6135" "train" 6 "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.906196352156863
"6136" "train" 6 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.180301156098039
"6137" "train" 6 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.0413994646723529
"6138" "train" 6 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" -0.560830688235294
"6139" "train" 6 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.321973723647059
"6140" "train" 6 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.315799901607843
"6141" "train" 6 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.18390018167451
"6142" "train" 6 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.186763293747059
"6143" "train" 6 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.486494120980392
"6144" "train" 6 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.170814790834118
"6145" "train" 6 "WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.0791508842176471
"6146" "train" 6 "WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.0791508842176471
"6147" "train" 6 "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.169970363039216
"6148" "train" 6 "WALKING_UPSTAIRS" "tBodyGyroMag-std()" -0.199893710196078
"6149" "train" 6 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.440079851313725
"6150" "train" 6 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.0211335627276471
"6151" "train" 6 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" 0.159123777172549
"6152" "train" 6 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.36587418445098
"6153" "train" 6 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.186815074235294
"6154" "train" 6 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.0169811409705882
"6155" "train" 6 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" -0.571673957058824
"6156" "train" 6 "WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.390248128039216
"6157" "train" 6 "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" -0.31361857145098
"6158" "train" 6 "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.309998085098039
"6159" "train" 6 "WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.222161433666667
"6160" "train" 6 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.177734840922353
"6161" "train" 6 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.318173892545098
"6162" "train" 6 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.455937719019608
"6163" "train" 7 "LAYING" "tBodyAcc-mean()-X" 0.250176694038462
"6164" "train" 7 "LAYING" "tBodyAcc-mean()-Y" -0.0204411516884615
"6165" "train" 7 "LAYING" "tBodyAcc-mean()-Z" -0.101361036576923
"6166" "train" 7 "LAYING" "tGravityAcc-mean()-X" -0.502814250576923
"6167" "train" 7 "LAYING" "tGravityAcc-mean()-Y" 0.393444278076923
"6168" "train" 7 "LAYING" "tGravityAcc-mean()-Z" 0.907537823461538
"6169" "train" 7 "LAYING" "tBodyAccJerk-mean()-X" 0.0968904018076923
"6170" "train" 7 "LAYING" "tBodyAccJerk-mean()-Y" 0.0250624183634615
"6171" "train" 7 "LAYING" "tBodyAccJerk-mean()-Z" -0.0131653918205769
"6172" "train" 7 "LAYING" "tBodyGyro-mean()-X" -0.00282641913096154
"6173" "train" 7 "LAYING" "tBodyGyro-mean()-Y" -0.133605695057692
"6174" "train" 7 "LAYING" "tBodyGyro-mean()-Z" 0.155920029769231
"6175" "train" 7 "LAYING" "tBodyGyroJerk-mean()-X" -0.105944243484615
"6176" "train" 7 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0358897425826923
"6177" "train" 7 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0671901794615385
"6178" "train" 7 "LAYING" "tBodyAccMag-mean()" -0.936392023846154
"6179" "train" 7 "LAYING" "tGravityAccMag-mean()" -0.936392023846154
"6180" "train" 7 "LAYING" "tBodyAccJerkMag-mean()" -0.980127239615385
"6181" "train" 7 "LAYING" "tBodyGyroMag-mean()" -0.915793634807692
"6182" "train" 7 "LAYING" "tBodyGyroJerkMag-mean()" -0.983008829038462
"6183" "train" 7 "LAYING" "fBodyAcc-mean()-X" -0.953424245576923
"6184" "train" 7 "LAYING" "fBodyAcc-mean()-Y" -0.942193953846154
"6185" "train" 7 "LAYING" "fBodyAcc-mean()-Z" -0.958611644615385
"6186" "train" 7 "LAYING" "fBodyAcc-meanFreq()-X" -0.635913046346154
"6187" "train" 7 "LAYING" "fBodyAcc-meanFreq()-Y" -0.0438292665807692
"6188" "train" 7 "LAYING" "fBodyAcc-meanFreq()-Z" 0.237111987323077
"6189" "train" 7 "LAYING" "fBodyAccJerk-mean()-X" -0.980393046923077
"6190" "train" 7 "LAYING" "fBodyAccJerk-mean()-Y" -0.972531648846154
"6191" "train" 7 "LAYING" "fBodyAccJerk-mean()-Z" -0.969524977692308
"6192" "train" 7 "LAYING" "fBodyAccJerk-meanFreq()-X" 0.0207159202961538
"6193" "train" 7 "LAYING" "fBodyAccJerk-meanFreq()-Y" -0.0451342616019231
"6194" "train" 7 "LAYING" "fBodyAccJerk-meanFreq()-Z" 0.0945605852
"6195" "train" 7 "LAYING" "fBodyGyro-mean()-X" -0.953684547692308
"6196" "train" 7 "LAYING" "fBodyGyro-mean()-Y" -0.957570207692308
"6197" "train" 7 "LAYING" "fBodyGyro-mean()-Z" -0.956905310961538
"6198" "train" 7 "LAYING" "fBodyGyro-meanFreq()-X" -0.139745225083077
"6199" "train" 7 "LAYING" "fBodyGyro-meanFreq()-Y" -0.453725644769231
"6200" "train" 7 "LAYING" "fBodyGyro-meanFreq()-Z" 0.0144682871075
"6201" "train" 7 "LAYING" "fBodyAccMag-mean()" -0.927976880634615
"6202" "train" 7 "LAYING" "fBodyAccMag-meanFreq()" -0.129091025169231
"6203" "train" 7 "LAYING" "fBodyBodyAccJerkMag-mean()" -0.968066259230769
"6204" "train" 7 "LAYING" "fBodyBodyAccJerkMag-meanFreq()" 0.217605286703846
"6205" "train" 7 "LAYING" "fBodyBodyGyroMag-mean()" -0.941130719230769
"6206" "train" 7 "LAYING" "fBodyBodyGyroMag-meanFreq()" -0.265784491092308
"6207" "train" 7 "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.974117912115385
"6208" "train" 7 "LAYING" "fBodyBodyGyroJerkMag-meanFreq()" 0.104422952923077
"6209" "train" 7 "LAYING" "tBodyAcc-std()-X" -0.93651361
"6210" "train" 7 "LAYING" "tBodyAcc-std()-Y" -0.926262668653846
"6211" "train" 7 "LAYING" "tBodyAcc-std()-Z" -0.952978365961539
"6212" "train" 7 "LAYING" "tGravityAcc-std()-X" -0.914221270096154
"6213" "train" 7 "LAYING" "tGravityAcc-std()-Y" -0.955543549230769
"6214" "train" 7 "LAYING" "tGravityAcc-std()-Z" -0.961908984423077
"6215" "train" 7 "LAYING" "tBodyAccJerk-std()-X" -0.980977756153846
"6216" "train" 7 "LAYING" "tBodyAccJerk-std()-Y" -0.973093160192308
"6217" "train" 7 "LAYING" "tBodyAccJerk-std()-Z" -0.972983064230769
"6218" "train" 7 "LAYING" "tBodyGyro-std()-X" -0.9601268225
"6219" "train" 7 "LAYING" "tBodyGyro-std()-Y" -0.945071935384615
"6220" "train" 7 "LAYING" "tBodyGyro-std()-Z" -0.955294890576923
"6221" "train" 7 "LAYING" "tBodyGyroJerk-std()-X" -0.9738372325
"6222" "train" 7 "LAYING" "tBodyGyroJerk-std()-Y" -0.976483727307692
"6223" "train" 7 "LAYING" "tBodyGyroJerk-std()-Z" -0.988871878269231
"6224" "train" 7 "LAYING" "tBodyAccMag-std()" -0.907039513153846
"6225" "train" 7 "LAYING" "tGravityAccMag-std()" -0.907039513153846
"6226" "train" 7 "LAYING" "tBodyAccJerkMag-std()" -0.967310932307692
"6227" "train" 7 "LAYING" "tBodyGyroMag-std()" -0.918662459038462
"6228" "train" 7 "LAYING" "tBodyGyroJerkMag-std()" -0.971205137884615
"6229" "train" 7 "LAYING" "fBodyAcc-std()-X" -0.931120580576923
"6230" "train" 7 "LAYING" "fBodyAcc-std()-Y" -0.922917902307692
"6231" "train" 7 "LAYING" "fBodyAcc-std()-Z" -0.953380646346154
"6232" "train" 7 "LAYING" "fBodyAccJerk-std()-X" -0.983560175384615
"6233" "train" 7 "LAYING" "fBodyAccJerk-std()-Y" -0.975886145
"6234" "train" 7 "LAYING" "fBodyAccJerk-std()-Z" -0.975072995192308
"6235" "train" 7 "LAYING" "fBodyGyro-std()-X" -0.962348254423077
"6236" "train" 7 "LAYING" "fBodyGyro-std()-Y" -0.939727873653846
"6237" "train" 7 "LAYING" "fBodyGyro-std()-Z" -0.9588764125
"6238" "train" 7 "LAYING" "fBodyAccMag-std()" -0.910542462919231
"6239" "train" 7 "LAYING" "fBodyBodyAccJerkMag-std()" -0.965359228076923
"6240" "train" 7 "LAYING" "fBodyBodyGyroMag-std()" -0.918892518653846
"6241" "train" 7 "LAYING" "fBodyBodyGyroJerkMag-std()" -0.969403035384615
"6242" "train" 7 "SITTING" "tBodyAcc-mean()-X" 0.284674637291667
"6243" "train" 7 "SITTING" "tBodyAcc-mean()-Y" -0.01461097580375
"6244" "train" 7 "SITTING" "tBodyAcc-mean()-Z" -0.122464597625
"6245" "train" 7 "SITTING" "tGravityAcc-mean()-X" 0.969147824375
"6246" "train" 7 "SITTING" "tGravityAcc-mean()-Y" 0.00608846646041667
"6247" "train" 7 "SITTING" "tGravityAcc-mean()-Z" 0.0649636250354167
"6248" "train" 7 "SITTING" "tBodyAccJerk-mean()-X" 0.0668519793125
"6249" "train" 7 "SITTING" "tBodyAccJerk-mean()-Y" 0.0116863419310417
"6250" "train" 7 "SITTING" "tBodyAccJerk-mean()-Z" 0.0162004141964583
"6251" "train" 7 "SITTING" "tBodyGyro-mean()-X" -0.04963797197125
"6252" "train" 7 "SITTING" "tBodyGyro-mean()-Y" -0.03361196465625
"6253" "train" 7 "SITTING" "tBodyGyro-mean()-Z" 0.0259476655145833
"6254" "train" 7 "SITTING" "tBodyGyroJerk-mean()-X" -0.0938155625083333
"6255" "train" 7 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0396444885
"6256" "train" 7 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0454566269166667
"6257" "train" 7 "SITTING" "tBodyAccMag-mean()" -0.918432107083333
"6258" "train" 7 "SITTING" "tGravityAccMag-mean()" -0.918432107083333
"6259" "train" 7 "SITTING" "tBodyAccJerkMag-mean()" -0.976559676458333
"6260" "train" 7 "SITTING" "tBodyGyroMag-mean()" -0.897870535
"6261" "train" 7 "SITTING" "tBodyGyroJerkMag-mean()" -0.981665122291667
"6262" "train" 7 "SITTING" "fBodyAcc-mean()-X" -0.972697126875
"6263" "train" 7 "SITTING" "fBodyAcc-mean()-Y" -0.93149063375
"6264" "train" 7 "SITTING" "fBodyAcc-mean()-Z" -0.904675337916667
"6265" "train" 7 "SITTING" "fBodyAcc-meanFreq()-X" -0.0334312226625
"6266" "train" 7 "SITTING" "fBodyAcc-meanFreq()-Y" 0.0147166711666667
"6267" "train" 7 "SITTING" "fBodyAcc-meanFreq()-Z" -0.1017660835625
"6268" "train" 7 "SITTING" "fBodyAccJerk-mean()-X" -0.982037243958333
"6269" "train" 7 "SITTING" "fBodyAccJerk-mean()-Y" -0.969423612916667
"6270" "train" 7 "SITTING" "fBodyAccJerk-mean()-Z" -0.968503504791667
"6271" "train" 7 "SITTING" "fBodyAccJerk-meanFreq()-X" 0.180132581508333
"6272" "train" 7 "SITTING" "fBodyAccJerk-meanFreq()-Y" -0.0815021323520833
"6273" "train" 7 "SITTING" "fBodyAccJerk-meanFreq()-Z" -0.0857527580416667
"6274" "train" 7 "SITTING" "fBodyGyro-mean()-X" -0.9436317575
"6275" "train" 7 "SITTING" "fBodyGyro-mean()-Y" -0.956678065
"6276" "train" 7 "SITTING" "fBodyGyro-mean()-Z" -0.9474199325
"6277" "train" 7 "SITTING" "fBodyGyro-meanFreq()-X" -0.071630230475
"6278" "train" 7 "SITTING" "fBodyGyro-meanFreq()-Y" -0.308762329160625
"6279" "train" 7 "SITTING" "fBodyGyro-meanFreq()-Z" -0.0187739586583333
"6280" "train" 7 "SITTING" "fBodyAccMag-mean()" -0.90895677625
"6281" "train" 7 "SITTING" "fBodyAccMag-meanFreq()" -0.0112330111875
"6282" "train" 7 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.970954184166667
"6283" "train" 7 "SITTING" "fBodyBodyAccJerkMag-meanFreq()" 0.18122972525
"6284" "train" 7 "SITTING" "fBodyBodyGyroMag-mean()" -0.933081955208333
"6285" "train" 7 "SITTING" "fBodyBodyGyroMag-meanFreq()" -0.142830891383333
"6286" "train" 7 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.978634991458333
"6287" "train" 7 "SITTING" "fBodyBodyGyroJerkMag-meanFreq()" 0.0553638918958333
"6288" "train" 7 "SITTING" "tBodyAcc-std()-X" -0.972668374583333
"6289" "train" 7 "SITTING" "tBodyAcc-std()-Y" -0.909454698541667
"6290" "train" 7 "SITTING" "tBodyAcc-std()-Z" -0.8565329414375
"6291" "train" 7 "SITTING" "tGravityAcc-std()-X" -0.957082433333333
"6292" "train" 7 "SITTING" "tGravityAcc-std()-Y" -0.945436264583333
"6293" "train" 7 "SITTING" "tGravityAcc-std()-Z" -0.868602535416667
"6294" "train" 7 "SITTING" "tBodyAccJerk-std()-X" -0.982158098125
"6295" "train" 7 "SITTING" "tBodyAccJerk-std()-Y" -0.969458676458333
"6296" "train" 7 "SITTING" "tBodyAccJerk-std()-Z" -0.972256472708333
"6297" "train" 7 "SITTING" "tBodyGyro-std()-X" -0.941870953333333
"6298" "train" 7 "SITTING" "tBodyGyro-std()-Y" -0.944124336458333
"6299" "train" 7 "SITTING" "tBodyGyro-std()-Z" -0.937021208541667
"6300" "train" 7 "SITTING" "tBodyGyroJerk-std()-X" -0.974369045625
"6301" "train" 7 "SITTING" "tBodyGyroJerk-std()-Y" -0.981024680625
"6302" "train" 7 "SITTING" "tBodyGyroJerk-std()-Z" -0.980954665416667
"6303" "train" 7 "SITTING" "tBodyAccMag-std()" -0.881957619770833
"6304" "train" 7 "SITTING" "tGravityAccMag-std()" -0.881957619770833
"6305" "train" 7 "SITTING" "tBodyAccJerkMag-std()" -0.970243274166667
"6306" "train" 7 "SITTING" "tBodyGyroMag-std()" -0.898063314375
"6307" "train" 7 "SITTING" "tBodyGyroJerkMag-std()" -0.976214430208333
"6308" "train" 7 "SITTING" "fBodyAcc-std()-X" -0.972879966041667
"6309" "train" 7 "SITTING" "fBodyAcc-std()-Y" -0.904629195833333
"6310" "train" 7 "SITTING" "fBodyAcc-std()-Z" -0.844083052916667
"6311" "train" 7 "SITTING" "fBodyAccJerk-std()-X" -0.984026344375
"6312" "train" 7 "SITTING" "fBodyAccJerk-std()-Y" -0.971814980208333
"6313" "train" 7 "SITTING" "fBodyAccJerk-std()-Z" -0.974699194375
"6314" "train" 7 "SITTING" "fBodyGyro-std()-X" -0.9427264225
"6315" "train" 7 "SITTING" "fBodyGyro-std()-Y" -0.93824472
"6316" "train" 7 "SITTING" "fBodyGyro-std()-Z" -0.939826018125
"6317" "train" 7 "SITTING" "fBodyAccMag-std()" -0.88691563825
"6318" "train" 7 "SITTING" "fBodyBodyAccJerkMag-std()" -0.9684948675
"6319" "train" 7 "SITTING" "fBodyBodyGyroMag-std()" -0.895804978125
"6320" "train" 7 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.97496593875
"6321" "train" 7 "STANDING" "tBodyAcc-mean()-X" 0.282723539433962
"6322" "train" 7 "STANDING" "tBodyAcc-mean()-Y" -0.0145740341037736
"6323" "train" 7 "STANDING" "tBodyAcc-mean()-Z" -0.0997778303207547
"6324" "train" 7 "STANDING" "tGravityAcc-mean()-X" 0.958728687924528
"6325" "train" 7 "STANDING" "tGravityAcc-mean()-Y" -0.117607048924528
"6326" "train" 7 "STANDING" "tGravityAcc-mean()-Z" -0.0516573721320755
"6327" "train" 7 "STANDING" "tBodyAccJerk-mean()-X" 0.0751915112830189
"6328" "train" 7 "STANDING" "tBodyAccJerk-mean()-Y" 0.00694700354075472
"6329" "train" 7 "STANDING" "tBodyAccJerk-mean()-Z" -0.0108420294035849
"6330" "train" 7 "STANDING" "tBodyGyro-mean()-X" -0.0291582212545283
"6331" "train" 7 "STANDING" "tBodyGyro-mean()-Y" -0.0774336443396226
"6332" "train" 7 "STANDING" "tBodyGyro-mean()-Z" 0.0851045000566038
"6333" "train" 7 "STANDING" "tBodyGyroJerk-mean()-X" -0.0901539662169811
"6334" "train" 7 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0412797611886792
"6335" "train" 7 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0545390015471698
"6336" "train" 7 "STANDING" "tBodyAccMag-mean()" -0.942724659245283
"6337" "train" 7 "STANDING" "tGravityAccMag-mean()" -0.942724659245283
"6338" "train" 7 "STANDING" "tBodyAccJerkMag-mean()" -0.973381306226415
"6339" "train" 7 "STANDING" "tBodyGyroMag-mean()" -0.943425564528302
"6340" "train" 7 "STANDING" "tBodyGyroJerkMag-mean()" -0.977377083018868
"6341" "train" 7 "STANDING" "fBodyAcc-mean()-X" -0.976681834339623
"6342" "train" 7 "STANDING" "fBodyAcc-mean()-Y" -0.941883783773585
"6343" "train" 7 "STANDING" "fBodyAcc-mean()-Z" -0.938550519811321
"6344" "train" 7 "STANDING" "fBodyAcc-meanFreq()-X" -0.079704728245283
"6345" "train" 7 "STANDING" "fBodyAcc-meanFreq()-Y" -0.159730059003774
"6346" "train" 7 "STANDING" "fBodyAcc-meanFreq()-Z" 0.00098894010754717
"6347" "train" 7 "STANDING" "fBodyAccJerk-mean()-X" -0.976323086226415
"6348" "train" 7 "STANDING" "fBodyAccJerk-mean()-Y" -0.967165093018868
"6349" "train" 7 "STANDING" "fBodyAccJerk-mean()-Z" -0.968229643018868
"6350" "train" 7 "STANDING" "fBodyAccJerk-meanFreq()-X" 0.098774853689
"6351" "train" 7 "STANDING" "fBodyAccJerk-meanFreq()-Y" -0.188479735466038
"6352" "train" 7 "STANDING" "fBodyAccJerk-meanFreq()-Z" -0.0891602062907547
"6353" "train" 7 "STANDING" "fBodyGyro-mean()-X" -0.938121637735849
"6354" "train" 7 "STANDING" "fBodyGyro-mean()-Y" -0.957548671320755
"6355" "train" 7 "STANDING" "fBodyGyro-mean()-Z" -0.957165056226415
"6356" "train" 7 "STANDING" "fBodyGyro-meanFreq()-X" -0.188057605981132
"6357" "train" 7 "STANDING" "fBodyGyro-meanFreq()-Y" -0.298448698150943
"6358" "train" 7 "STANDING" "fBodyGyro-meanFreq()-Z" -0.188116628033962
"6359" "train" 7 "STANDING" "fBodyAccMag-mean()" -0.945611450377358
"6360" "train" 7 "STANDING" "fBodyAccMag-meanFreq()" -0.0288451773293208
"6361" "train" 7 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.967417888301887
"6362" "train" 7 "STANDING" "fBodyBodyAccJerkMag-meanFreq()" 0.256759439860377
"6363" "train" 7 "STANDING" "fBodyBodyGyroMag-mean()" -0.93870498490566
"6364" "train" 7 "STANDING" "fBodyBodyGyroMag-meanFreq()" -0.187181670020755
"6365" "train" 7 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.973671168679245
"6366" "train" 7 "STANDING" "fBodyBodyGyroJerkMag-meanFreq()" 0.0954707400377358
"6367" "train" 7 "STANDING" "tBodyAcc-std()-X" -0.979307570377358
"6368" "train" 7 "STANDING" "tBodyAcc-std()-Y" -0.923400921886792
"6369" "train" 7 "STANDING" "tBodyAcc-std()-Z" -0.917064168490566
"6370" "train" 7 "STANDING" "tGravityAcc-std()-X" -0.987917503962264
"6371" "train" 7 "STANDING" "tGravityAcc-std()-Y" -0.966162998679245
"6372" "train" 7 "STANDING" "tGravityAcc-std()-Z" -0.939161014716981
"6373" "train" 7 "STANDING" "tBodyAccJerk-std()-X" -0.976403544716981
"6374" "train" 7 "STANDING" "tBodyAccJerk-std()-Y" -0.965810609622642
"6375" "train" 7 "STANDING" "tBodyAccJerk-std()-Z" -0.972060053207547
"6376" "train" 7 "STANDING" "tBodyGyro-std()-X" -0.945247687358491
"6377" "train" 7 "STANDING" "tBodyGyro-std()-Y" -0.949646946792453
"6378" "train" 7 "STANDING" "tBodyGyro-std()-Z" -0.951630777358491
"6379" "train" 7 "STANDING" "tBodyGyroJerk-std()-X" -0.96598339754717
"6380" "train" 7 "STANDING" "tBodyGyroJerk-std()-Y" -0.976837757358491
"6381" "train" 7 "STANDING" "tBodyGyroJerk-std()-Z" -0.978166790943396
"6382" "train" 7 "STANDING" "tBodyAccMag-std()" -0.933590156792453
"6383" "train" 7 "STANDING" "tGravityAccMag-std()" -0.933590156792453
"6384" "train" 7 "STANDING" "tBodyAccJerkMag-std()" -0.968566356037736
"6385" "train" 7 "STANDING" "tBodyGyroMag-std()" -0.918438958867924
"6386" "train" 7 "STANDING" "tBodyGyroJerkMag-std()" -0.97210793
"6387" "train" 7 "STANDING" "fBodyAcc-std()-X" -0.980541336037736
"6388" "train" 7 "STANDING" "fBodyAcc-std()-Y" -0.919118753018868
"6389" "train" 7 "STANDING" "fBodyAcc-std()-Z" -0.912358813773585
"6390" "train" 7 "STANDING" "fBodyAccJerk-std()-X" -0.978729082830189
"6391" "train" 7 "STANDING" "fBodyAccJerk-std()-Y" -0.966850290188679
"6392" "train" 7 "STANDING" "fBodyAccJerk-std()-Z" -0.974533710754717
"6393" "train" 7 "STANDING" "fBodyGyro-std()-X" -0.947891986226415
"6394" "train" 7 "STANDING" "fBodyGyro-std()-Y" -0.945818157735849
"6395" "train" 7 "STANDING" "fBodyGyro-std()-Z" -0.954339406415094
"6396" "train" 7 "STANDING" "fBodyAccMag-std()" -0.93728796509434
"6397" "train" 7 "STANDING" "fBodyBodyAccJerkMag-std()" -0.969092161886792
"6398" "train" 7 "STANDING" "fBodyBodyGyroMag-std()" -0.919848139056604
"6399" "train" 7 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.971899418301887
"6400" "train" 7 "WALKING" "tBodyAcc-mean()-X" 0.275592961754386
"6401" "train" 7 "WALKING" "tBodyAcc-mean()-Y" -0.018653665345614
"6402" "train" 7 "WALKING" "tBodyAcc-mean()-Z" -0.110912234947368
"6403" "train" 7 "WALKING" "tGravityAcc-mean()-X" 0.932566472280702
"6404" "train" 7 "WALKING" "tGravityAcc-mean()-Y" -0.159097003684211
"6405" "train" 7 "WALKING" "tGravityAcc-mean()-Z" -0.160846924029807
"6406" "train" 7 "WALKING" "tBodyAccJerk-mean()-X" 0.0901462649192983
"6407" "train" 7 "WALKING" "tBodyAccJerk-mean()-Y" 0.0184322723280702
"6408" "train" 7 "WALKING" "tBodyAccJerk-mean()-Z" -0.0210398551649123
"6409" "train" 7 "WALKING" "tBodyGyro-mean()-X" 0.00228835208526316
"6410" "train" 7 "WALKING" "tBodyGyro-mean()-Y" -0.0837113724842105
"6411" "train" 7 "WALKING" "tBodyGyro-mean()-Z" 0.0641104602035088
"6412" "train" 7 "WALKING" "tBodyGyroJerk-mean()-X" -0.123654199751333
"6413" "train" 7 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0447766029745614
